timestamp,host,process_name,process_create_count,file_create_count,file_delete_count,file_rename_like,network_connections,registry_events,module_loads,unsigned_process_events,suspicious_extension_events,shadow_copy_events,event_count,label,family,run
2024-10-17 15:10:00,End-user\C:\Windows\system32\DllHost.exe,,0,0,1,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Windows\System32\RuntimeBroker.exe,,0,0,0,0,0,0,2,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Windows\System32\SecurityHealthSystray.exe,,1,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Windows\System32\VBoxTray.exe,,1,0,0,0,0,0,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Windows\Explorer.EXE,,0,0,1,0,0,3,0,0,0,0,4,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Windows\system32\svchost.exe,,0,0,0,0,0,0,0,0,0,0,8,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Users\End-user\AppData\Local\Microsoft\OneDrive\OneDrive.exe,,1,0,0,0,0,17,64,0,0,0,83,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Users\End-user\AppData\Local\Microsoft\OneDrive\24.186.0915.0004\FileCoAuth.exe,,1,0,0,0,0,0,16,0,0,0,18,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,-\C:\Users\End-user\AppData\Local\Microsoft\OneDrive\OneDrive.exe,,0,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,2,0,1,0,0,38,5,0,0,0,48,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Windows\System32\sihost.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Program Files\WindowsApps\MicrosoftTeams_24256.2502.3123.1_x64__8wekyb3d8bbwe\msteams_autostarter.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Program Files\WindowsApps\MicrosoftTeams_24256.2502.3123.1_x64__8wekyb3d8bbwe\msteams.exe,,0,0,0,0,0,0,1,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Program Files (x86)\Microsoft\EdgeWebView\Application\129.0.2792.89\msedgewebview2.exe,,9,0,4,0,0,0,5,0,0,0,35,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,SYSTEM\C:\Program Files\Microsoft Update Health Tools\uhssvc.exe,,1,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Windows\System32\SecurityHealth\1.0.2402.27001-0\SecurityHealthHost.exe,,0,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,SYSTEM\C:\Program Files\Winlogbeat\winlogbeat.exe,,1,0,0,0,0,0,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,SYSTEM\C:\Windows\UUS\Packages\Preview\amd64\MoUsoCoreWorker.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.24091.30.0_x64__cw5n1h2txyewy\CrossDeviceService.exe,,0,0,0,0,0,0,1,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Windows\System32\cmd.exe,,1,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Windows\system32\sihost.exe,,0,0,0,0,0,0,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Windows\System32\conhost.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.20.11781.0_x64__8wekyb3d8bbwe\OpenConsole.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:10:00,End-user\C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.20.11781.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,,0,0,0,0,0,0,3,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Windows\System32\rundll32.exe,,1,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Users\End-user\AppData\Local\Microsoft\OneDrive\24.186.0915.0004\FileCoAuth.exe,,1,0,0,0,0,0,15,0,0,0,16,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,-\C:\Users\End-user\AppData\Local\Microsoft\OneDrive\OneDrive.exe,,0,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,3,0,2,0,8,89,11,0,0,0,118,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,User\C:\Program Files\WindowsApps\MicrosoftTeams_24256.2502.3123.1_x64__8wekyb3d8bbwe\msteamsupdate.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe,,0,0,2,0,0,0,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,SYSTEM\C:\Windows\System32\wbem\WMIADAP.exe,,0,0,0,0,0,0,2,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Users\End-user\Downloads\CommonFiles\GPG\bin\gpg.exe,,1,0,0,0,0,0,6,0,0,0,8,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Windows\System32\SecurityHealth\1.0.2402.27001-0\SecurityHealthHost.exe,,0,0,0,0,0,0,0,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,SYSTEM\C:\Windows\system32\svchost.exe,,0,1,0,0,0,13,0,0,0,0,14,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,SYSTEM\\\?\C:\Windows\system32\wbem\WMIADAP.EXE,,0,10,0,0,0,11,0,0,0,0,21,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Windows\System32\svchost.exe,,1,0,0,0,0,0,1,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Program Files\WindowsApps\Microsoft.SecHealthUI_1000.25992.9000.0_x64__8wekyb3d8bbwe\SecHealthUI.exe,,0,0,0,0,0,1,1,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,SYSTEM\C:\Windows\System32\consent.exe,,0,0,0,0,0,0,4,0,0,0,4,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,SYSTEM\C:\Windows\System32\svchost.exe,,0,0,0,0,0,0,1,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,User\C:\Users\User\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe,,1,0,0,0,0,0,3,0,0,0,6,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Program Files\WindowsApps\MicrosoftTeams_24256.2502.3123.1_x64__8wekyb3d8bbwe\msteamsupdate.exe,,0,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,SYSTEM\C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MsMpEng.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,SYSTEM\C:\Windows\system32\services.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,SYSTEM\C:\Windows\System32\sc.exe,,4,0,0,0,0,0,0,0,0,0,4,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,SYSTEM\C:\Windows\System32\rundll32.exe,,1,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Users\End-user\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe,,1,0,0,0,0,0,3,0,0,0,5,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Users\End-user\AppData\Local\Microsoft\OneDrive\24.186.0915.0004\Microsoft.SharePoint.exe,,1,0,0,0,2,2,35,0,0,0,41,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,User\C:\Users\User\AppData\Local\Microsoft\OneDrive\24.186.0915.0004\Microsoft.SharePoint.exe,,1,0,0,0,1,2,37,0,0,0,42,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,-\C:\Users\End-user\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe,,0,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,-\C:\Users\User\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe,,0,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,SYSTEM\C:\Windows\System32\taskhostw.exe,,0,0,0,0,0,0,2,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,1,2,1,0,0,1,8,0,0,0,14,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Windows\System32\conhost.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.20.11781.0_x64__8wekyb3d8bbwe\OpenConsole.exe,,0,0,0,0,0,1,1,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.20.11781.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,,0,0,0,0,0,1,2,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,User\C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,1,2,1,0,0,2,8,0,0,0,15,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,LOCAL SERVICE\C:\Windows\System32\wbem\WmiPrvSE.exe,,1,0,0,0,0,0,3,0,0,0,4,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,User\C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.24900.130.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe,,0,0,0,0,0,1,0,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,User\C:\Program Files (x86)\Microsoft\EdgeWebView\Application\129.0.2792.89\msedgewebview2.exe,,10,0,1,0,0,12,4,0,0,0,45,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,-\C:\Program Files (x86)\Microsoft\EdgeWebView\Application\129.0.2792.89\msedgewebview2.exe,,0,0,0,0,0,0,0,0,0,0,6,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,User\C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,User\C:\Windows\System32\svchost.exe,,1,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,User\C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.224.9242.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,User\C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.224.9242.0_x64__8wekyb3d8bbwe\GameBar.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,LOCAL SERVICE\C:\Windows\System32\svchost.exe,,2,0,0,0,0,0,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Windows\Explorer.EXE,,0,0,0,0,0,2,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,-\C:\Windows\Explorer.EXE,,0,0,0,0,0,0,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,-\C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,0,0,0,0,0,0,0,0,0,0,6,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,NETWORK SERVICE\C:\Windows\System32\sppsvc.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,User\C:\Windows\System32\RuntimeBroker.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Windows\System32\RuntimeBroker.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Program Files (x86)\Microsoft\EdgeWebView\Application\129.0.2792.89\msedgewebview2.exe,,10,0,4,0,0,12,4,0,0,0,51,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.24900.130.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe,,0,0,0,0,0,1,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Windows\ImmersiveControlPanel\SystemSettings.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,End-user\C:\Windows\system32\DllHost.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:15:00,SYSTEM\C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,,1,0,0,0,0,0,1,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:20:00,End-user\C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,0,0,0,0,0,7,1,0,0,0,9,0,Goodware,goodware:Goodware
2024-10-17 15:20:00,SYSTEM\C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpDefenderCoreService.exe,,0,0,0,0,2,0,0,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:20:00,End-user\C:\Windows\System32\RuntimeBroker.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:20:00,SYSTEM\C:\Windows\System32\svchost.exe,,0,0,0,0,0,0,2,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:20:00,SYSTEM\C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MsMpEng.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:20:00,SYSTEM\C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpCmdRun.exe,,0,1,0,0,0,0,5,0,0,0,6,0,Goodware,goodware:Goodware
2024-10-17 15:20:00,NETWORK SERVICE\C:\Windows\System32\wbem\WmiPrvSE.exe,,1,0,0,0,0,0,1,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:20:00,SYSTEM\C:\Windows\system32\svchost.exe,,0,1,0,0,0,2,0,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:20:00,SYSTEM\C:\Windows\System32\taskhostw.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:20:00,End-user\C:\Windows\system32\DllHost.exe,,0,0,0,0,0,2,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:20:00,End-user\C:\Users\End-user\Downloads\CommonFiles\GPG\bin\gpg.exe,,3,0,0,0,0,0,18,0,0,0,24,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Windows\system32\svchost.exe,,0,0,0,0,0,0,0,0,0,0,9,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,SYSTEM\C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpDefenderCoreService.exe,,0,0,0,0,1,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,LOCAL SERVICE\C:\Windows\system32\svchost.exe,,0,15,0,0,0,2,0,0,0,0,17,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,SYSTEM\C:\Windows\System32\taskhostw.exe,,0,0,0,0,0,0,2,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,NETWORK SERVICE\C:\Windows\System32\wbem\WmiPrvSE.exe,,1,0,0,0,0,0,1,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,SYSTEM\System,,0,1,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,User\C:\Program Files (x86)\Microsoft\EdgeWebView\Application\129.0.2792.89\msedgewebview2.exe,,0,0,3,0,0,0,0,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Users\End-user\Downloads\CommonFiles\GPG\bin\gpg.exe,,4,1,0,0,4,0,24,0,0,0,37,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Users\End-user\Downloads\CommonFiles\GPG\bin\gpg-agent.exe,,1,0,0,0,8,4,5,0,0,0,18,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Users\End-user\Downloads\CommonFiles\GPG\bin\pinentry-basic.exe,,5,0,0,0,0,5,17,0,0,0,32,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,-\C:\Windows\Explorer.EXE,,0,0,0,0,0,0,0,0,0,0,17,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Windows\System32\svchost.exe,,1,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.20.11781.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,,0,0,0,0,0,1,3,0,0,0,4,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Windows\system32\cmd.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.20.11781.0_x64__8wekyb3d8bbwe\OpenConsole.exe,,0,0,0,0,0,1,1,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,0,3,1,0,0,16,4,0,0,0,35,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Windows\System32\RuntimeBroker.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Windows\System32\smartscreen.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Users\End-user\Downloads\7z2408-x64.exe,,1,0,0,0,0,0,1,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,SYSTEM\C:\Windows\System32\consent.exe,,0,0,0,0,0,0,2,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,User\C:\Users\End-user\Downloads\7z2408-x64.exe,,1,8,0,0,0,8,1,0,0,0,18,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe,,0,0,14,0,0,0,0,0,0,0,14,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Windows\system32\sihost.exe,,0,0,0,0,0,0,0,0,0,0,10,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Program Files\7-Zip\7zFM.exe,,1,0,0,0,0,1,1,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Program Files\7-Zip\7zG.exe,,0,1,0,0,0,1,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,NETWORK SERVICE\C:\Windows\System32\svchost.exe,,0,0,0,0,4,0,0,0,0,0,4,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Windows\Explorer.EXE,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Windows\System32\cmd.exe,,1,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,SYSTEM\C:\Windows\system32\svchost.exe,,0,0,0,0,0,3,0,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:25:00,End-user\C:\Windows\System32\conhost.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Users\End-user\Downloads\CommonFiles\GPG\bin\gpg-agent.exe,,0,0,0,0,14,4,0,0,0,0,18,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Users\End-user\Downloads\CommonFiles\GPG\bin\gpg.exe,,6,2,0,0,4,0,36,0,0,0,54,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Users\End-user\Downloads\CommonFiles\GPG\bin\pinentry-basic.exe,,4,0,0,0,0,4,13,0,0,0,25,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,-\C:\Windows\Explorer.EXE,,0,0,0,0,0,0,0,0,0,0,4,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Windows\System32\svchost.exe,,1,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,SYSTEM\C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpDefenderCoreService.exe,,0,0,0,0,1,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,SYSTEM\C:\Windows\system32\svchost.exe,,0,0,0,0,0,3,0,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Windows\Explorer.EXE,,0,1,0,0,0,1,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Windows\system32\DllHost.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.20.11781.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,,0,0,0,0,0,1,3,0,0,0,4,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Windows\system32\cmd.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.20.11781.0_x64__8wekyb3d8bbwe\OpenConsole.exe,,0,0,0,0,0,1,1,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe,,0,0,4,0,0,0,0,0,0,0,5,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Windows\System32\cmd.exe,,1,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Windows\system32\sihost.exe,,0,0,0,0,0,0,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Windows\System32\conhost.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Program Files (x86)\Microsoft\EdgeWebView\Application\129.0.2792.89\msedgewebview2.exe,,0,0,0,0,0,0,1,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:30:00,End-user\C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,0,0,0,0,2,1,0,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,SYSTEM\C:\Windows\System32\svchost.exe,,0,0,0,0,0,0,2,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,User\C:\Users\User\AppData\Local\Microsoft\OneDrive\OneDrive.exe,,0,0,0,0,0,2,1,0,0,0,3,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Users\End-user\Downloads\CommonFiles\GPG\bin\gpg-agent.exe,,0,0,0,0,12,0,0,0,0,0,12,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Users\End-user\Downloads\CommonFiles\GPG\bin\gpg.exe,,2,0,0,0,2,0,12,0,0,0,18,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Windows\system32\svchost.exe,,0,0,0,0,0,0,0,0,0,0,8,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,SYSTEM\C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpDefenderCoreService.exe,,0,0,0,0,2,0,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,0,0,0,0,0,2,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.20.11781.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,,0,0,0,0,0,1,3,0,0,0,4,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Windows\system32\cmd.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.20.11781.0_x64__8wekyb3d8bbwe\OpenConsole.exe,,0,0,0,0,0,1,1,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,SYSTEM\C:\Windows\system32\svchost.exe,,0,2,0,0,0,4,0,0,0,0,6,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Windows\System32\OpenWith.exe,,0,0,0,0,0,0,1,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,-\C:\Windows\Explorer.EXE,,0,0,0,0,0,0,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Windows\system32\OpenWith.exe,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Windows\system32\DllHost.exe,,0,0,0,0,0,2,0,0,0,0,2,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe,,0,0,7,0,0,0,0,0,0,0,9,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Windows\system32\sihost.exe,,0,0,0,0,0,0,0,0,0,0,4,0,Goodware,goodware:Goodware
2024-10-17 15:35:00,End-user\C:\Windows\Explorer.EXE,,0,0,0,0,0,1,0,0,0,0,1,0,Goodware,goodware:Goodware
