timestamp,host,process_name,cpu_percent,memory_mb,disk_write_mb,file_write_count,file_rename_count,network_connections,child_process_count,unsigned_binary,suspicious_extension_changes,entropy_score,shadow_copy_events,label
2026-05-13T06:20:00,host-27,explorer.exe,22,1124,33.6,4,6,0,1,0,2,4.1,0,benign
2026-05-13T06:25:00,host-29,excel.exe,12,920,12.2,0,0,69,3,0,0,4.2,0,benign
2026-05-13T06:30:00,host-13,outlook.exe,33,232,43.4,28,7,10,2,0,1,4.5,0,benign
2026-05-13T06:35:00,host-10,python.exe,11,1184,1.4,0,8,0,4,0,1,4.5,0,benign
2026-05-13T06:40:00,host-57,svchost.exe,2,815,54.5,99,7,0,3,0,2,4.8,0,benign
2026-05-13T06:45:00,host-45,miner.exe,95,741,20.1,24,4,20,3,1,1,4.6,0,suspicious
2026-05-13T06:50:00,host-44,outlook.exe,11,626,18.8,87,12,41,1,0,0,4.0,0,benign
2026-05-13T06:55:00,host-36,outlook.exe,0,1629,21.8,68,0,67,4,0,2,3.8,0,suspicious
2026-05-13T07:00:00,host-44,excel.exe,0,1331,49.8,15,5,23,3,0,0,4.9,0,benign
2026-05-13T07:05:00,host-53,powershell.exe,96,889,198.1,203,44,36,7,0,30,8.0,0,suspicious
2026-05-13T07:10:00,host-51,teams.exe,23,576,13.2,0,10,20,5,0,4,4.5,0,benign
2026-05-13T07:15:00,host-42,explorer.exe,21,1858,0.0,40,3,40,1,0,1,3.4,0,benign
2026-05-13T07:20:00,host-51,code.exe,34,1163,34.2,0,0,79,0,0,0,4.3,0,benign
2026-05-13T07:25:00,host-16,encryptor.exe,86,780,384.1,154,206,78,6,1,82,7.6,1,suspicious
2026-05-13T07:30:00,host-25,rclone.exe,42,428,0.0,48,0,128,1,1,1,4.8,0,suspicious
2026-05-13T07:35:00,host-14,encryptor.exe,94,1467,346.8,310,133,8,5,1,99,8.5,1,suspicious
2026-05-13T07:40:00,host-56,powershell.exe,76,1116,158.3,164,81,47,5,0,92,6.5,0,suspicious
2026-05-13T07:45:00,host-34,teams.exe,13,663,0.0,13,0,46,8,0,0,4.8,0,benign
2026-05-13T07:50:00,host-43,python.exe,22,1279,14.3,23,2,0,3,0,0,4.8,0,benign
2026-05-13T07:55:00,host-47,code.exe,42,1123,43.2,66,1,0,3,0,3,3.7,0,benign
2026-05-13T08:00:00,host-36,chrome.exe,32,0,0.0,87,12,0,1,1,5,4.0,0,benign
2026-05-13T08:05:00,host-37,miner.exe,99,909,12.4,0,0,85,2,1,0,4.4,0,suspicious
2026-05-13T08:10:00,host-44,encryptor.exe,91,1160,396.3,332,162,14,3,1,72,8.1,0,suspicious
2026-05-13T08:15:00,host-19,powershell.exe,73,988,238.6,116,62,30,7,1,40,7.0,1,suspicious
2026-05-13T08:20:00,host-17,excel.exe,11,1616,27.0,60,2,22,2,0,1,4.5,0,benign
2026-05-13T08:25:00,host-18,svchost.exe,74,1333,0.0,61,0,0,1,0,0,3.6,0,benign
2026-05-13T08:30:00,host-20,excel.exe,38,308,61.1,0,0,40,5,0,2,4.3,0,benign
2026-05-13T08:35:00,host-20,explorer.exe,32,338,28.0,0,4,18,5,0,3,3.8,0,benign
2026-05-13T08:40:00,host-22,encryptor.exe,84,714,232.8,19,117,38,0,0,139,8.1,1,suspicious
2026-05-13T08:45:00,host-06,explorer.exe,21,91,81.2,0,0,4,0,0,6,4.0,0,benign
2026-05-13T08:50:00,host-15,code.exe,13,1011,29.9,51,1,2,3,0,3,4.8,0,benign
2026-05-13T08:55:00,host-10,code.exe,39,1076,47.5,54,4,60,3,0,4,4.4,0,benign
2026-05-13T09:00:00,host-19,svchost.exe,47,875,52.7,0,3,29,1,0,1,4.1,0,benign
2026-05-13T09:05:00,host-19,encryptor.exe,84,1593,303.4,201,259,52,4,0,78,8.1,0,suspicious
2026-05-13T09:10:00,host-27,teams.exe,0,1010,25.9,100,0,37,3,0,2,4.8,0,benign
2026-05-13T09:15:00,host-26,encryptor.exe,84,951,258.8,353,252,7,4,0,76,8.1,1,suspicious
2026-05-13T09:20:00,host-34,svchost.exe,13,273,26.3,71,4,86,5,0,0,4.6,0,benign
2026-05-13T09:25:00,host-46,miner.exe,98,1775,40.8,23,2,105,4,1,1,4.7,0,suspicious
2026-05-13T09:30:00,host-57,miner.exe,94,1242,24.5,17,3,23,1,1,2,4.1,0,suspicious
2026-05-13T09:35:00,host-19,encryptor.exe,84,1130,368.3,282,178,0,1,1,80,8.2,1,suspicious
2026-05-13T09:40:00,host-26,outlook.exe,32,629,34.3,53,7,48,3,1,1,4.9,0,benign
2026-05-13T09:45:00,host-38,outlook.exe,10,863,17.7,0,2,26,2,0,0,3.8,0,benign
2026-05-13T09:50:00,host-08,powershell.exe,95,958,146.2,94,111,39,5,1,26,7.5,1,suspicious
2026-05-13T09:55:00,host-33,excel.exe,35,18,33.8,69,5,25,3,0,0,5.4,0,benign
2026-05-13T10:00:00,host-30,explorer.exe,51,915,34.0,60,0,44,0,0,3,4.9,0,benign
2026-05-13T10:05:00,host-37,encryptor.exe,96,800,392.1,390,175,45,2,1,56,8.8,1,suspicious
2026-05-13T10:10:00,host-44,excel.exe,14,1591,25.0,5,5,26,9,0,0,5.2,0,benign
2026-05-13T10:15:00,host-25,encryptor.exe,76,1042,490.9,345,130,11,2,1,125,8.8,1,suspicious
2026-05-13T10:20:00,host-16,rclone.exe,56,329,48.7,62,0,108,3,1,5,5.6,0,suspicious
2026-05-13T10:25:00,host-08,python.exe,6,645,30.2,52,0,10,4,1,0,5.7,0,benign
2026-05-13T10:30:00,host-54,excel.exe,12,1961,45.1,69,6,5,5,0,2,3.3,0,benign
2026-05-13T10:35:00,host-49,encryptor.exe,94,2048,485.1,269,181,43,5,0,86,8.5,1,suspicious
2026-05-13T10:40:00,host-28,powershell.exe,79,1114,236.8,153,139,28,14,1,100,5.7,1,suspicious
2026-05-13T10:45:00,host-02,svchost.exe,13,1352,49.1,65,0,65,4,0,1,4.4,0,benign
2026-05-13T10:50:00,host-02,explorer.exe,5,476,0.0,14,4,29,2,0,0,5.2,0,benign
2026-05-13T10:55:00,host-15,miner.exe,95,1892,0.0,42,7,49,3,0,0,5.2,0,suspicious
2026-05-13T11:00:00,host-41,explorer.exe,46,808,0.0,2,5,76,3,0,3,4.2,0,benign
2026-05-13T11:05:00,host-17,explorer.exe,39,668,9.7,99,0,13,2,0,0,3.4,0,benign
2026-05-13T11:10:00,host-50,powershell.exe,85,622,87.2,237,62,27,12,1,23,6.8,0,suspicious
2026-05-13T11:15:00,host-39,explorer.exe,0,1063,20.9,42,4,29,2,0,0,3.7,0,benign
2026-05-13T11:20:00,host-33,chrome.exe,27,433,8.9,77,5,44,0,0,0,5.2,0,benign
2026-05-13T11:25:00,host-27,explorer.exe,17,915,13.8,0,9,28,1,0,2,3.8,0,benign
2026-05-13T11:30:00,host-20,encryptor.exe,81,1236,228.2,177,135,42,2,1,144,8.5,1,suspicious
2026-05-13T11:35:00,host-32,encryptor.exe,73,1587,400.3,279,172,40,0,1,51,9.1,0,suspicious
2026-05-13T11:40:00,host-53,svchost.exe,16,238,68.6,51,5,13,3,0,0,4.7,0,benign
2026-05-13T11:45:00,host-01,outlook.exe,6,438,0.0,49,3,18,0,0,1,4.0,0,benign
2026-05-13T11:50:00,host-08,powershell.exe,70,773,135.6,1,127,36,11,1,32,6.0,1,suspicious
2026-05-13T11:55:00,host-19,powershell.exe,98,1047,201.2,20,42,10,11,0,7,6.6,1,suspicious
2026-05-13T12:00:00,host-02,svchost.exe,32,1854,41.2,25,7,0,0,0,0,4.3,0,benign
2026-05-13T12:05:00,host-29,svchost.exe,25,1600,20.2,13,2,0,3,0,6,3.9,0,benign
2026-05-13T12:10:00,host-34,svchost.exe,24,1443,4.6,75,6,30,1,0,0,4.5,0,benign
2026-05-13T12:15:00,host-35,explorer.exe,34,1029,7.1,67,5,35,2,0,1,4.3,0,benign
2026-05-13T12:20:00,host-03,encryptor.exe,87,1904,278.7,212,122,31,0,0,20,8.5,1,suspicious
2026-05-13T12:25:00,host-12,miner.exe,93,1819,4.5,52,4,30,0,1,0,4.5,0,suspicious
2026-05-13T12:30:00,host-17,chrome.exe,40,820,12.8,0,0,38,2,0,3,3.6,0,benign
2026-05-13T12:35:00,host-51,outlook.exe,41,1045,64.9,0,3,39,0,0,0,4.7,0,benign
2026-05-13T12:40:00,host-12,python.exe,35,911,0.0,83,4,10,4,0,0,4.5,0,benign
2026-05-13T12:45:00,host-07,code.exe,39,272,36.1,14,5,24,3,0,0,4.4,0,benign
2026-05-13T12:50:00,host-56,rclone.exe,43,1375,75.6,68,11,205,0,1,1,5.8,0,suspicious
2026-05-13T12:55:00,host-03,chrome.exe,20,1134,32.6,93,0,19,4,0,1,4.1,0,benign
2026-05-13T13:00:00,host-29,outlook.exe,19,1065,49.5,106,7,31,2,0,1,4.4,0,benign
2026-05-13T13:05:00,host-37,svchost.exe,27,1895,9.4,17,0,71,0,0,6,4.7,0,benign
2026-05-13T13:10:00,host-48,encryptor.exe,97,1936,395.0,235,227,11,1,1,38,8.0,1,suspicious
2026-05-13T13:15:00,host-12,code.exe,6,664,4.9,93,0,52,2,0,0,4.3,0,benign
2026-05-13T13:20:00,host-06,encryptor.exe,98,1371,319.7,317,175,8,3,1,57,7.8,1,suspicious
2026-05-13T13:25:00,host-34,svchost.exe,41,1552,39.9,105,0,0,1,0,1,4.5,0,benign
2026-05-13T13:30:00,host-59,excel.exe,5,1707,22.5,18,0,14,1,0,0,4.2,0,benign
2026-05-13T13:35:00,host-12,chrome.exe,12,839,29.0,65,3,57,2,0,0,3.2,0,benign
2026-05-13T13:40:00,host-31,encryptor.exe,93,1061,287.4,366,206,14,5,1,67,9.1,1,suspicious
2026-05-13T13:45:00,host-24,explorer.exe,0,447,18.7,28,4,58,1,0,2,4.1,0,benign
2026-05-13T13:50:00,host-22,svchost.exe,18,898,0.5,71,7,29,1,0,1,4.3,0,benign
2026-05-13T13:55:00,host-54,encryptor.exe,82,501,438.0,330,210,0,7,1,90,8.7,1,suspicious
2026-05-13T14:00:00,host-07,excel.exe,30,1703,50.1,53,0,56,0,0,1,2.7,0,benign
2026-05-13T14:05:00,host-22,svchost.exe,10,247,18.2,41,1,61,0,0,1,3.4,0,benign
2026-05-13T14:10:00,host-41,chrome.exe,0,0,38.3,37,9,8,3,0,2,4.0,0,benign
2026-05-13T14:15:00,host-41,svchost.exe,25,1387,8.5,0,13,15,1,0,1,4.1,0,benign
2026-05-13T14:20:00,host-17,python.exe,59,826,34.5,0,1,13,5,0,3,3.9,0,benign
2026-05-13T14:25:00,host-22,encryptor.exe,75,674,184.7,169,131,0,2,1,54,8.9,1,suspicious
2026-05-13T14:30:00,host-34,chrome.exe,4,878,41.7,72,6,12,2,0,1,5.5,0,benign
2026-05-13T14:35:00,host-31,chrome.exe,13,635,14.4,0,6,47,3,0,1,3.8,0,benign
2026-05-13T14:40:00,host-21,python.exe,28,224,0.0,4,1,53,3,0,0,4.0,0,benign
2026-05-13T14:45:00,host-39,code.exe,19,1013,59.8,34,9,44,0,0,0,3.8,0,benign
2026-05-13T14:50:00,host-57,code.exe,17,0,21.8,41,4,83,4,0,0,4.0,1,benign
2026-05-13T14:55:00,host-47,teams.exe,5,1498,22.6,0,3,37,4,0,3,4.4,0,benign
2026-05-13T15:00:00,host-48,python.exe,31,1648,46.4,64,0,73,3,0,0,4.5,0,benign
2026-05-13T15:05:00,host-43,chrome.exe,16,768,1.1,34,12,65,3,0,3,5.0,0,benign
2026-05-13T15:10:00,host-37,rclone.exe,86,828,0.0,74,0,134,5,1,1,4.4,0,suspicious
2026-05-13T15:15:00,host-14,rclone.exe,38,919,51.1,0,11,0,2,1,2,5.6,0,suspicious
2026-05-13T15:20:00,host-40,explorer.exe,0,1850,0.0,55,5,37,1,0,0,4.3,0,benign
2026-05-13T15:25:00,host-11,rclone.exe,38,1073,62.5,14,3,159,1,1,3,3.4,0,suspicious
2026-05-13T15:30:00,host-36,rclone.exe,51,1073,0.0,0,15,205,2,1,0,3.8,0,suspicious
2026-05-13T15:35:00,host-16,rclone.exe,24,651,0.0,45,4,238,0,1,4,6.3,1,suspicious
2026-05-13T15:40:00,host-20,outlook.exe,11,74,0.0,40,0,39,0,0,4,4.8,0,benign
2026-05-13T15:45:00,host-27,powershell.exe,84,744,227.6,69,71,39,7,0,36,6.8,0,suspicious
2026-05-13T15:50:00,host-20,miner.exe,96,1643,0.0,38,0,97,1,0,5,4.4,0,suspicious
2026-05-13T15:55:00,host-02,excel.exe,40,557,0.0,18,3,24,3,0,0,3.9,0,benign
2026-05-13T16:00:00,host-16,miner.exe,98,964,15.0,30,1,92,7,1,0,4.0,0,suspicious
2026-05-13T16:05:00,host-04,explorer.exe,10,1345,10.5,31,6,25,2,0,3,5.3,0,benign
2026-05-13T16:10:00,host-58,outlook.exe,37,986,0.0,29,3,17,5,0,4,4.5,0,benign
2026-05-13T16:15:00,host-35,powershell.exe,57,538,114.1,149,88,23,10,0,0,6.4,1,suspicious
2026-05-13T16:20:00,host-52,miner.exe,102,1196,15.0,0,7,58,2,1,2,4.0,0,suspicious
2026-05-13T16:25:00,host-58,excel.exe,24,160,60.4,46,0,13,0,0,3,5.6,0,benign
2026-05-13T16:30:00,host-17,excel.exe,62,806,72.9,89,0,13,1,1,1,6.1,0,benign
2026-05-13T16:35:00,host-59,outlook.exe,39,955,0.0,44,6,38,3,0,3,4.3,0,benign
2026-05-13T16:40:00,host-32,chrome.exe,16,432,0.0,0,2,0,0,0,0,4.5,0,benign
2026-05-13T16:45:00,host-14,powershell.exe,67,465,235.7,182,94,68,0,0,43,7.7,0,suspicious
2026-05-13T16:50:00,host-17,encryptor.exe,93,1075,438.1,110,148,66,2,1,59,8.5,0,suspicious
2026-05-13T16:55:00,host-14,rclone.exe,61,1088,112.7,56,24,254,4,1,2,6.4,0,suspicious
2026-05-13T17:00:00,host-26,python.exe,34,279,0.0,48,6,53,3,0,0,4.2,0,benign
2026-05-13T17:05:00,host-42,teams.exe,41,1454,4.5,61,0,0,2,0,0,5.5,0,benign
2026-05-13T17:10:00,host-25,teams.exe,30,1090,0.0,13,8,74,3,0,2,5.8,0,benign
2026-05-13T17:15:00,host-49,powershell.exe,77,886,171.8,66,38,70,13,1,71,6.9,1,suspicious
2026-05-13T17:20:00,host-30,python.exe,6,1146,15.6,39,8,49,5,0,2,4.7,0,benign
2026-05-13T17:25:00,host-04,explorer.exe,54,1911,0.0,58,6,40,3,0,4,5.0,0,benign
2026-05-13T17:30:00,host-18,encryptor.exe,99,1275,378.0,315,59,23,2,0,128,8.6,1,suspicious
2026-05-13T17:35:00,host-04,teams.exe,10,898,41.7,0,3,19,2,0,1,5.5,0,benign
2026-05-13T17:40:00,host-34,python.exe,58,903,64.5,66,5,28,1,0,3,4.3,0,benign
2026-05-13T17:45:00,host-20,code.exe,43,1513,3.3,17,5,68,4,0,0,3.7,0,benign
2026-05-13T17:50:00,host-24,outlook.exe,13,486,27.2,62,5,59,0,0,0,4.7,0,benign
2026-05-13T17:55:00,host-15,chrome.exe,0,915,0.0,58,7,62,1,0,4,3.3,0,benign
2026-05-13T18:00:00,host-36,excel.exe,42,300,15.5,39,7,14,1,0,3,5.7,0,benign
2026-05-13T18:05:00,host-04,rclone.exe,65,472,26.3,26,5,203,4,1,0,5.7,0,suspicious
2026-05-13T18:10:00,host-14,encryptor.exe,90,1718,374.5,276,128,60,1,1,102,7.7,1,suspicious
2026-05-13T18:15:00,host-51,powershell.exe,86,652,54.9,110,31,55,11,1,42,7.6,0,suspicious
2026-05-13T18:20:00,host-26,teams.exe,30,369,0.0,62,7,5,3,0,1,5.2,0,benign
2026-05-13T18:25:00,host-58,explorer.exe,7,539,13.6,0,2,16,4,0,0,4.7,0,benign
2026-05-13T18:30:00,host-09,explorer.exe,5,529,21.9,7,0,0,2,0,2,4.3,0,benign
2026-05-13T18:35:00,host-49,explorer.exe,18,698,21.9,90,7,5,3,0,0,4.8,0,benign
2026-05-13T18:40:00,host-31,explorer.exe,21,881,2.0,61,3,34,3,0,0,3.0,0,benign
2026-05-13T18:45:00,host-37,excel.exe,36,298,18.4,98,12,55,3,0,2,4.2,0,benign
2026-05-13T18:50:00,host-07,powershell.exe,82,848,93.7,26,135,115,10,0,20,7.3,1,suspicious
2026-05-13T18:55:00,host-53,powershell.exe,81,959,112.5,11,95,74,8,1,26,6.0,1,suspicious
2026-05-13T19:00:00,host-14,powershell.exe,62,534,152.6,80,101,34,4,0,38,7.6,0,suspicious
2026-05-13T19:05:00,host-59,teams.exe,12,1044,11.7,99,10,46,3,0,0,4.2,0,benign
2026-05-13T19:10:00,host-53,encryptor.exe,97,923,298.5,474,226,17,3,1,86,8.6,1,suspicious
2026-05-13T19:15:00,host-26,chrome.exe,16,1514,30.1,0,6,78,0,0,0,4.9,0,benign
2026-05-13T19:20:00,host-19,chrome.exe,32,1192,9.7,0,6,74,4,0,0,3.8,0,benign
2026-05-13T19:25:00,host-47,powershell.exe,90,880,96.1,108,0,30,8,1,43,7.0,1,suspicious
2026-05-13T19:30:00,host-48,svchost.exe,31,807,3.8,58,0,40,2,0,0,4.0,0,benign
2026-05-13T19:35:00,host-45,powershell.exe,91,541,291.6,93,35,10,1,1,62,7.3,0,suspicious
2026-05-13T19:40:00,host-31,python.exe,51,1229,75.0,49,1,15,0,0,3,4.7,0,benign
2026-05-13T19:45:00,host-38,teams.exe,33,983,0.1,70,0,40,7,0,1,4.3,0,benign
2026-05-13T19:50:00,host-40,teams.exe,39,908,99.5,45,4,0,1,0,0,3.0,0,benign
2026-05-13T19:55:00,host-33,encryptor.exe,75,1381,419.5,86,248,40,5,1,105,8.6,1,suspicious
2026-05-13T20:00:00,host-18,code.exe,23,1094,28.1,79,9,8,2,0,1,4.5,0,benign
2026-05-13T20:05:00,host-03,excel.exe,60,726,23.3,23,11,27,2,0,2,4.3,0,benign
2026-05-13T20:10:00,host-04,teams.exe,28,1555,5.0,30,0,0,1,1,5,4.6,0,benign
2026-05-13T20:15:00,host-17,powershell.exe,95,708,104.6,199,30,52,17,1,19,7.2,0,suspicious
2026-05-13T20:20:00,host-38,encryptor.exe,88,1049,273.5,282,146,5,7,1,102,8.8,1,suspicious
2026-05-13T20:25:00,host-36,chrome.exe,33,1071,10.4,0,4,25,0,0,3,5.8,0,benign
2026-05-13T20:30:00,host-38,encryptor.exe,92,1281,287.0,279,61,44,1,1,42,8.2,1,suspicious
2026-05-13T20:35:00,host-15,python.exe,38,1381,56.2,60,3,55,4,0,0,3.8,0,benign
2026-05-13T20:40:00,host-46,teams.exe,49,1500,50.1,4,5,15,0,0,4,4.6,0,benign
2026-05-13T20:45:00,host-55,encryptor.exe,90,688,460.0,240,141,51,5,0,74,8.4,0,suspicious
2026-05-13T20:50:00,host-01,miner.exe,98,2290,28.5,15,4,111,6,0,1,4.4,0,suspicious
2026-05-13T20:55:00,host-24,code.exe,26,736,15.9,45,12,24,2,0,2,5.1,0,suspicious
2026-05-13T21:00:00,host-56,chrome.exe,35,1057,21.5,45,5,23,2,0,6,3.6,0,benign
2026-05-13T21:05:00,host-20,excel.exe,36,986,33.2,16,2,29,0,0,0,4.8,0,benign
2026-05-13T21:10:00,host-56,explorer.exe,37,0,50.6,0,7,8,4,0,0,4.7,0,benign
2026-05-13T21:15:00,host-02,svchost.exe,27,444,39.5,0,9,20,0,0,1,5.4,0,benign
2026-05-13T21:20:00,host-29,outlook.exe,52,1119,24.4,33,3,63,2,0,0,4.0,0,benign
2026-05-13T21:25:00,host-31,chrome.exe,24,1252,0.0,60,2,18,2,0,0,4.9,0,benign
2026-05-13T21:30:00,host-41,chrome.exe,29,1707,25.1,0,4,29,4,0,0,4.6,0,benign
2026-05-13T21:35:00,host-50,code.exe,0,1252,39.1,42,0,6,4,0,3,4.2,0,benign
2026-05-13T21:40:00,host-58,outlook.exe,36,232,32.5,43,0,51,0,0,4,5.2,0,benign
2026-05-13T21:45:00,host-23,python.exe,35,496,38.9,115,3,0,0,0,1,4.8,0,benign
2026-05-13T21:50:00,host-28,python.exe,18,301,69.7,37,6,17,0,0,3,4.0,0,benign
2026-05-13T21:55:00,host-21,powershell.exe,85,1193,168.3,165,99,5,4,1,8,7.5,1,suspicious
2026-05-13T22:00:00,host-23,python.exe,9,1926,0.0,12,0,39,0,0,0,4.8,0,benign
2026-05-13T22:05:00,host-29,excel.exe,2,732,7.0,56,8,55,0,0,1,4.1,0,benign
2026-05-13T22:10:00,host-38,outlook.exe,28,769,81.1,86,0,23,2,0,0,4.6,0,benign
2026-05-13T22:15:00,host-54,powershell.exe,71,569,299.9,190,108,32,7,0,51,7.2,0,suspicious
2026-05-13T22:20:00,host-42,powershell.exe,81,968,22.4,172,69,8,0,0,64,8.3,0,suspicious
2026-05-13T22:25:00,host-16,explorer.exe,17,643,3.1,0,9,14,0,0,1,5.4,0,benign
2026-05-13T22:30:00,host-47,outlook.exe,43,1043,4.1,43,1,70,3,0,0,4.3,0,benign
2026-05-13T22:35:00,host-50,outlook.exe,3,1756,26.1,13,3,0,0,0,3,3.1,0,benign
2026-05-13T22:40:00,host-11,miner.exe,98,1526,40.7,15,1,86,0,1,2,4.4,0,suspicious
2026-05-13T22:45:00,host-47,outlook.exe,12,968,57.3,11,4,25,2,0,4,3.8,0,benign
2026-05-13T22:50:00,host-28,encryptor.exe,85,1685,449.4,325,226,19,3,1,112,8.1,0,suspicious
2026-05-13T22:55:00,host-52,powershell.exe,89,707,116.2,118,106,20,7,0,52,6.7,0,suspicious
2026-05-13T23:00:00,host-28,powershell.exe,58,389,97.5,200,69,25,13,0,60,6.0,0,suspicious
2026-05-13T23:05:00,host-10,code.exe,38,1404,5.7,48,8,1,2,0,0,4.0,0,benign
2026-05-13T23:10:00,host-45,excel.exe,4,1114,48.3,37,2,39,0,0,7,4.2,0,benign
2026-05-13T23:15:00,host-02,miner.exe,100,638,23.5,71,4,25,3,1,3,3.9,0,suspicious
2026-05-13T23:20:00,host-55,code.exe,27,620,0.0,0,0,33,4,0,4,3.9,0,benign
2026-05-13T23:25:00,host-22,miner.exe,92,2339,0.0,13,6,17,3,1,1,5.0,0,suspicious
2026-05-13T23:30:00,host-15,powershell.exe,70,424,218.2,24,60,43,6,1,86,6.7,0,suspicious
2026-05-13T23:35:00,host-20,python.exe,28,776,0.0,0,0,39,0,0,1,4.2,0,benign
2026-05-13T23:40:00,host-41,teams.exe,46,1077,14.1,62,3,40,0,0,0,5.2,0,benign
2026-05-13T23:45:00,host-22,explorer.exe,10,1438,66.2,31,3,17,1,0,0,3.7,0,benign
2026-05-13T23:50:00,host-56,teams.exe,27,570,23.6,0,6,38,2,0,0,4.7,0,benign
2026-05-13T23:55:00,host-22,miner.exe,92,1285,21.3,19,0,72,2,1,0,5.4,0,suspicious
2026-05-14T00:00:00,host-15,excel.exe,8,912,0.0,34,7,19,2,0,0,5.4,0,benign
2026-05-14T00:05:00,host-41,rclone.exe,13,445,128.0,44,16,173,3,0,0,5.2,0,suspicious
2026-05-14T00:10:00,host-19,python.exe,47,769,0.0,47,2,68,3,0,3,5.0,0,benign
2026-05-14T00:15:00,host-18,explorer.exe,47,855,20.8,100,11,30,1,0,3,4.5,0,benign
2026-05-14T00:20:00,host-01,code.exe,27,1033,10.6,72,9,54,1,0,1,3.6,0,benign
2026-05-14T00:25:00,host-55,svchost.exe,38,1025,24.1,5,0,8,2,0,0,4.2,0,benign
2026-05-14T00:30:00,host-35,encryptor.exe,95,976,353.8,297,134,10,5,1,52,8.4,1,suspicious
2026-05-14T00:35:00,host-59,svchost.exe,33,2015,51.3,91,17,49,2,0,0,4.4,0,benign
2026-05-14T00:40:00,host-43,explorer.exe,32,831,0.0,0,0,8,3,0,3,4.8,0,benign
2026-05-14T00:45:00,host-27,miner.exe,100,1868,20.6,45,0,51,1,1,4,3.6,0,suspicious
2026-05-14T00:50:00,host-26,chrome.exe,19,121,36.2,64,8,19,2,0,4,2.6,0,benign
2026-05-14T00:55:00,host-50,code.exe,23,571,21.6,62,2,19,2,0,0,4.6,0,benign
2026-05-14T01:00:00,host-28,powershell.exe,63,589,40.6,71,120,85,3,1,33,7.3,1,suspicious
2026-05-14T01:05:00,host-06,python.exe,17,981,30.4,35,1,51,3,0,1,4.5,0,benign
2026-05-14T01:10:00,host-27,teams.exe,16,782,16.4,5,9,52,1,0,1,4.7,0,benign
2026-05-14T01:15:00,host-54,python.exe,14,0,0.0,38,3,72,3,0,1,5.0,0,benign
2026-05-14T01:20:00,host-24,miner.exe,101,1657,4.4,18,4,52,1,1,2,4.3,0,suspicious
2026-05-14T01:25:00,host-02,excel.exe,19,999,38.7,65,6,24,1,0,0,4.3,0,benign
2026-05-14T01:30:00,host-08,explorer.exe,40,663,0.0,2,5,64,1,1,3,3.2,0,benign
2026-05-14T01:35:00,host-08,outlook.exe,12,768,9.5,68,2,7,2,0,0,3.3,0,benign
2026-05-14T01:40:00,host-36,chrome.exe,18,1174,64.3,60,0,0,1,0,0,4.8,0,benign
2026-05-14T01:45:00,host-20,chrome.exe,33,284,35.6,23,0,23,1,0,3,3.8,0,benign
2026-05-14T01:50:00,host-09,chrome.exe,25,655,11.4,68,10,60,1,0,0,3.7,0,benign
2026-05-14T01:55:00,host-47,teams.exe,24,1658,48.0,20,0,41,0,0,1,5.4,0,benign
2026-05-14T02:00:00,host-43,svchost.exe,0,1198,36.9,102,8,15,0,0,4,3.8,0,benign
2026-05-14T02:05:00,host-55,miner.exe,98,1377,24.9,20,1,81,2,1,2,4.6,0,suspicious
2026-05-14T02:10:00,host-21,rclone.exe,80,1341,104.2,34,3,277,2,1,8,5.0,0,suspicious
2026-05-14T02:15:00,host-18,teams.exe,26,768,0.0,78,0,28,0,0,3,4.3,0,benign
2026-05-14T02:20:00,host-58,teams.exe,0,577,0.0,18,7,21,3,0,1,5.5,0,benign
2026-05-14T02:25:00,host-42,chrome.exe,16,1425,16.9,61,6,19,4,0,3,4.1,0,benign
2026-05-14T02:30:00,host-12,encryptor.exe,92,1218,311.4,293,188,13,3,1,155,8.8,1,suspicious
2026-05-14T02:35:00,host-36,powershell.exe,40,580,29.7,103,78,68,3,1,35,7.1,1,suspicious
2026-05-14T02:40:00,host-24,svchost.exe,11,1271,18.5,29,6,23,0,0,4,5.0,0,benign
2026-05-14T02:45:00,host-05,outlook.exe,2,690,20.3,5,11,86,3,0,0,5.2,0,benign
2026-05-14T02:50:00,host-02,encryptor.exe,91,623,457.8,287,250,21,3,0,108,8.0,1,suspicious
2026-05-14T02:55:00,host-12,outlook.exe,21,1298,10.5,32,4,27,0,0,3,3.7,0,benign
2026-05-14T03:00:00,host-51,encryptor.exe,89,860,368.3,156,118,0,1,1,63,8.6,0,suspicious
2026-05-14T03:05:00,host-56,svchost.exe,26,2064,35.8,19,6,83,0,0,1,4.0,0,benign
2026-05-14T03:10:00,host-05,chrome.exe,21,1423,19.2,6,0,24,0,0,0,4.8,0,benign
2026-05-14T03:15:00,host-42,svchost.exe,12,626,15.2,37,0,0,1,0,1,5.0,0,benign
2026-05-14T03:20:00,host-52,rclone.exe,79,1448,107.6,78,4,177,2,1,0,4.8,0,suspicious
2026-05-14T03:25:00,host-19,teams.exe,51,1050,56.1,0,15,57,2,0,0,4.1,0,benign
2026-05-14T03:30:00,host-25,excel.exe,60,109,60.2,20,1,0,0,0,0,4.7,0,benign
2026-05-14T03:35:00,host-48,code.exe,20,917,37.4,78,1,4,2,0,0,3.8,0,benign
2026-05-14T03:40:00,host-32,code.exe,0,110,11.7,34,0,15,1,0,1,3.9,0,benign
2026-05-14T03:45:00,host-41,rclone.exe,47,843,120.7,26,10,183,7,1,3,4.7,1,suspicious
